station_name,wigos_station_identifier,traditional_station_identifier,facility_type,latitude,longitude,elevation,territory_name,wmo_region
HANFORD,0-20000-0-72784,72784,Land (fixed),46.56666667,-119.6,0,United States (the),IV
HARRISBURG,0-20000-0-72399,72399,Land (fixed),40.19388889,-76.76305556,0,United States (the),IV
HARRISON,0-20000-0-72345,72345,Land (fixed),36.26111111,-93.155,0,United States (the),IV
HARTFORD/BRADLEY INTNL.,0-20000-0-72508,72508,Land (fixed),41.93333333,-72.68333333,53,United States (the),IV
HASKELL,0-20000-0-74648,74648,Land (fixed),35.8,-95.78333333,212,United States (the),IV
HATTIESBURG,0-20000-0-74759,74759,Land (fixed),31.265,-89.25305556,0,United States (the),IV
HAVILAND,0-20000-0-74541,74541,Land (fixed),37.65,-99.08333333,648,United States (the),IV
HAVRE/CITY COUNTY,0-20000-0-72777,72777,Land (fixed),48.55,-109.7666667,789,United States (the),IV
HAYWARD,0-20000-0-72585,72585,Land (fixed),37.65888889,-122.1211111,0,United States (the),IV
HELENA/COUNTY-CITY,0-20000-0-72772,72772,Land (fixed),46.6,-112,1186,United States (the),IV
HICKORY,0-20000-0-72301,72301,Land (fixed),35.74111111,-81.39,0,United States (the),IV
HILLSBORO,0-20000-0-74546,74546,Land (fixed),38.31666667,-97.3,447,United States (the),IV
HOLLOMAN AFB,0-20000-0-74732,74732,Land (fixed),32.85,-106.1,0,United States (the),IV
HOMER/MUNICIPAL,0-20000-0-70341,70341,Land (fixed),59.63333333,-151.5,24,United States (the),IV
HOUGHTON LAKE/ROSCOMMON COUNTY,0-20000-0-72638,72638,Land (fixed),44.36666667,-84.68333333,351,United States (the),IV
HOUGHTON/HOUGHTON COUNTY,0-20000-0-72744,72744,Land (fixed),47.16666667,-88.5,333,United States (the),IV
HOUSTON,0-20000-0-72244,72244,Land (fixed),29.645,-95.27888889,0,United States (the),IV
HOUSTON/INTERCONTINENTAL,0-20000-0-72243,72243,Land (fixed),29.96666667,-95.35,30,United States (the),IV
HUNTINGTON,0-20000-0-72425,72425,Land (fixed),38.36666667,-82.55,252,United States (the),IV
HUNTSVILLE/MADISON CO.,0-20000-0-72323,72323,Land (fixed),34.65,-86.76666667,191,United States (the),IV
HURLBURT FIELD,0-20000-0-74777,74777,Land (fixed),30.41666667,-86.68333333,0,United States (the),IV
HURON/HURON REGIONAL SD.,0-20000-0-72654,72654,Land (fixed),44.38333333,-98.21666667,392,United States (the),IV
Hance Camp at Grand Canyon NP,0-20008-0-HGC,HGC,Land (fixed),35.97309875,-111.9841003,2267,United States (the),IV
Hanford (CA),0-20008-0-HNX,HNX,Land (fixed),36.31999969,-119.6299973,73,United States (the),IV
Harvard Forest (MA),0-20008-0-HFM,HFM,Land (fixed),42.90000153,-72.30000305,340,United States (the),IV
Holtville (CA),0-20008-0-HLT,HLT,Land (fixed),32.81000137,-115.4400024,-18,United States (the),IV
Homer,0-840-0-HIL,HIL,Air (fixed),40.07,-87.91,201.5,United States (the),IV
Hopi Point,0-20008-0-GRC,GRC,Land (fixed),36.06666565,-112.1500015,2152,United States (the),IV
Horton Station,0-20008-0-VPI,VPI,Land (fixed),37.329832,-80.55751,920,United States (the),IV
Houston (TX),0-20008-0-HST,HST,Land (fixed),29.71999931,-95.40000153,19,United States (the),IV
Howland Ameriflux,0-20008-0-HOW,HOW,Land (fixed),45.203963,-68.740041,68,United States (the),IV
Hoxeyville,0-20008-0-HOX,HOX,Land (fixed),44.18089,-85.73898,297,United States (the),IV
Huntington Wildlife Forest,0-20008-0-HWF,HWF,Land (fixed),43.973044,-74.223317,497,United States (the),IV
Huntsville (AL),0-20008-0-HVA,HVA,Land (fixed),35.27999878,-86.58000183,196,United States (the),IV
ILIAMNA/ILIAMNA AIRPORT,0-20000-0-70340,70340,Land (fixed),59.75,-154.9166667,63,United States (the),IV
INDIAN MOUNTAIN AFS,0-20000-0-70173,70173,Land (fixed),66,-153.7,389,United States (the),IV
INDIAN SPRINGS GUNNERY RANGE,0-20000-0-74614,74614,Land (fixed),36.53333333,-115.9,0,United States (the),IV
INDIANAPOLIS/I.-MUN/WEIR COOK,0-20000-0-72438,72438,Land (fixed),39.73333333,-86.26666667,243,United States (the),IV
INT.FALLS/FALLS INT. MN.,0-20000-0-72747,72747,Land (fixed),48.56472222,-93.3975,357.3,United States (the),IV
ISLIP,0-20000-0-72505,72505,Land (fixed),40.79388889,-73.10194444,0,United States (the),IV
Ike's Backbone,0-20008-0-IBB,IBB,Land (fixed),34.34049988,-111.683197,1297,United States (the),IV
Indian Gardens,0-20008-0-IGC,IGC,Land (fixed),36.07780075,-112.1287994,1166,United States (the),IV
Indian River Lagoon,0-20008-0-IRL,IRL,Land (fixed),27.849215,-80.455595,2,United States (the),IV
Ithaca (NY),0-20008-0-ITC,ITC,Land (fixed),42.40000153,-76.71666718,503,United States (the),IV
JACKSON,0-20000-0-72419,72419,Land (fixed),37.59111111,-83.31388889,0,United States (the),IV
JACKSON/ALLEN C. THOMPSON FIELD,0-20000-0-72235,72235,Land (fixed),32.31888889,-90.08,90.7,United States (the),IV
JACKSONVILLE,0-20000-0-74782,74782,Land (fixed),30.33611111,-81.515,0,United States (the),IV
JACKSONVILLE/INTNL.,0-20000-0-72206,72206,Land (fixed),30.48388889,-81.70111111,10.1,United States (the),IV
JAYTON,0-20000-0-74735,74735,Land (fixed),33.01666667,-100.9833333,707,United States (the),IV
JEFFERSON PROVING GROUND MADISON,0-20000-0-74468,74468,Land (fixed),38.83333333,-85.41666667,0,United States (the),IV
JPL,0-20008-0-JPL,JPL,Land (fixed),34.13365173,-118.1264648,227,United States (the),IV
JUNCTION/KIMBLE COUNTY A.,0-20000-0-74740,74740,Land (fixed),30.5,-99.76666667,527,United States (the),IV
JUNEAU,0-20000-0-70381,70381,Land (fixed),58.36666667,-134.5833333,5,United States (the),IV
James River Face Wilderness,0-20008-0-JRW,JRW,Land (fixed),37.62659836,-79.51249695,289,United States (the),IV
Jarbidge Wilderness,0-20008-0-JWA,JWA,Land (fixed),41.89260101,-115.4261017,1869,United States (the),IV
Joshua Tree NP,0-20008-0-JOT,JOT,Land (fixed),34.069569,-116.388933,1244,United States (the),IV
KALISPELL/GLACIER PARK INT.,0-20000-0-72779,72779,Land (fixed),48.3,-114.2666667,906,United States (the),IV
KANSAS CITY,0-20000-0-72446,72446,Land (fixed),39.28333333,-94.75,316,United States (the),IV
KENAI,0-20000-0-70259,70259,Land (fixed),60.56666667,-151.25,28,United States (the),IV
KETCHIKAN,0-20000-0-70395,70395,Land (fixed),55.35,-131.7,29,United States (the),IV
KEY WEST/INT.,0-20000-0-72201,72201,Land (fixed),24.55305556,-81.78861111,13.4,United States (the),IV
KING SALMON,0-20000-0-70326,70326,Land (fixed),58.67944444,-156.6683333,8.4,United States (the),IV
KINGMAN/MOHAVE COUNTY A.,0-20000-0-72370,72370,Land (fixed),35.26666667,-113.9333333,1050,United States (the),IV
KNOXVILLE/MUN.,0-20000-0-72326,72326,Land (fixed),35.81666667,-83.98333333,299,United States (the),IV
KODIAK,0-20000-0-70350,70350,Land (fixed),57.74305556,-152.4866667,5,United States (the),IV
KOTZEBUE,0-20000-0-70133,70133,Land (fixed),66.88638889,-162.6133333,5,United States (the),IV
Key Biscane (FL),0-20008-0-KEY,KEY,Land (fixed),25.66666603,-80.19999695,3,United States (the),IV
Kickapoo Tribe,0-20008-0-KIC,KIC,Land (fixed),39.8539,-95.6578,367,United States (the),IV
Kitt Peak (AZ),0-20008-0-KPA,KPA,Land (fixed),31.96999931,-111.5999985,2083,United States (the),IV
Konza Prairie,0-20008-0-KNZ,KNZ,Land (fixed),39.10216,-96.609583,346,United States (the),IV
Konza Prairie (KS),0-20008-0-KZP,KZP,Land (fixed),39.09999847,-96.19999695,350,United States (the),IV
L.B.J. National Grassland (TX),0-20008-0-LBJ,LBJ,Land (fixed),33.40000153,-97.6333313,312,United States (the),IV
LA CROSSE/MUN.,0-20000-0-72643,72643,Land (fixed),43.86666667,-91.25,199,United States (the),IV
LAKE CHARLES/MUN.,0-20000-0-72240,72240,Land (fixed),30.12527778,-93.21611111,4.8,United States (the),IV
LAKEHURST/NAS,0-20000-0-72409,72409,Land (fixed),40.03333333,-74.31666667,0,United States (the),IV
LAMONT,0-20000-0-74647,74647,Land (fixed),36.68333333,-97.46666667,306,United States (the),IV
LANDER/HUNT,0-20000-0-72576,72576,Land (fixed),42.81666667,-108.7333333,1703,United States (the),IV
LANGLEY AFB,0-20000-0-74598,74598,Land (fixed),37.08333333,-76.35,0,United States (the),IV
LANSING/CAPITAL CITY,0-20000-0-72539,72539,Land (fixed),42.76666667,-84.6,261,United States (the),IV
LAS VEGAS/MCCARRAN,0-20000-0-72386,72386,Land (fixed),36.08333333,-115.1666667,662,United States (the),IV
LATHROP,0-20000-0-74551,74551,Land (fixed),39.58333333,-94.18333333,297,United States (the),IV
LEMOORE,0-20000-0-74702,74702,Land (fixed),36.33333333,-119.95,0,United States (the),IV
LEWISTON/LEWISTON-NEZ PERCE CO.,0-20000-0-72783,72783,Land (fixed),46.38333333,-117.0166667,438,United States (the),IV
LEXINGTON/BLUE GRASS,0-20000-0-72422,72422,Land (fixed),38.03333333,-84.6,298,United States (the),IV
LIMON,0-20000-0-74532,74532,Land (fixed),39.18333333,-103.7,0,United States (the),IV
LINCOLN,0-20000-0-74560,74560,Land (fixed),40.15166667,-89.33833333,179.2,United States (the),IV
LINCOLN/MUN.,0-20000-0-72551,72551,Land (fixed),40.85,-96.75,365,United States (the),IV
LITTLE ROCK/ADAMS FLD,0-20000-0-72340,72340,Land (fixed),34.835,-92.25944444,173.2,United States (the),IV
LONG BEACH/LB AIRP. DAUGHERTY FIELD,0-20000-0-72297,72297,Land (fixed),33.81666667,-118.15,18,United States (the),IV
LONGVIEW,0-20000-0-72247,72247,Land (fixed),32.35,-94.65,124,United States (the),IV
LOS ANGELES /INT.,0-20000-0-72295,72295,Land (fixed),33.93333333,-118.4,38,United States (the),IV
LOUISVILLE/STANDIFORD,0-20000-0-72423,72423,Land (fixed),38.18333333,-85.73333333,151,United States (the),IV
LUBBOCK/LUBBOCK INTERNATIONAL,0-20000-0-72267,72267,Land (fixed),33.65,-101.8166667,996,United States (the),IV
LYNCHBURG/MUN. P. GLENN,0-20000-0-72410,72410,Land (fixed),37.33333333,-79.2,285,United States (the),IV
La Jolla (CA),0-20008-0-SIO,SIO,Land (fixed),32.83000183,-117.2699966,14,United States (the),IV
Laramie (WY),0-20008-0-LMI,LMI,Land (fixed),41.31999969,-105.6699982,2218,United States (the),IV
Las Cruces (NM),0-20008-0-LCS,LCS,Land (fixed),32.61999893,-106.7399979,1317,United States (the),IV
Las Vegas,0-20000-0-72388,72388,Air (fixed),36.0471,-115.1846,697.23,United States (the),IV
Lassen Volcanic NP,0-20008-0-LAV,LAV,Land (fixed),40.539991,-121.576462,1756,United States (the),IV
Laurel Hill,0-20008-0-LRL,LRL,Land (fixed),39.988309,-79.251573,609,United States (the),IV
Lewes (DE),0-20008-0-LWS,LWS,Land (fixed),38.77220154,-75.09919739,2,United States (the),IV
Lewisburg,0-840-0-LEW,LEW,Land (fixed),40.9446,-76.8789,166,United States (the),IV
Logan (UT),0-20008-0-LGN,LGN,Land (fixed),41.65000153,-111.8666687,1370,United States (the),IV
Lone Peak Wilderness,0-20008-0-LPW,LPW,Land (fixed),40.44490051,-111.7080994,1768,United States (the),IV
Long View (TX),0-20008-0-LVW,LVW,Land (fixed),32.37860107,-94.71170044,103,United States (the),IV
Lye Brook Wilderness,0-20008-0-LBW,LBW,Land (fixed),43.14820099,-73.12680054,1015,United States (the),IV
MACDILL AFB,0-20000-0-74788,74788,Land (fixed),27.85,-82.5,0,United States (the),IV
MACON/LEWIS B.WILSON,0-20000-0-72217,72217,Land (fixed),32.7,-83.65,108,United States (the),IV
MADISON/DANE COUNTY REGIONAL WI.,0-20000-0-72641,72641,Land (fixed),43.13333333,-89.33333333,263,United States (the),IV
MANSFIELD,0-20000-0-72420,72420,Land (fixed),40.82,-82.51805556,0,United States (the),IV
MARFA/MUN.,0-20000-0-72264,72264,Land (fixed),30.36666667,-104.0166667,1478,United States (the),IV
MARIETTA/DOBBINS AFB,0-20000-0-72227,72227,Land (fixed),33.91666667,-84.51666667,0,United States (the),IV
MARQUETTE,0-20000-0-72743,72743,Land (fixed),46.53333333,-87.55,434,United States (the),IV
MARSEILLES,0-20000-0-74460,74460,Land (fixed),41.36666667,-88.68333333,223,United States (the),IV
MCCOOK,0-20000-0-74433,74433,Land (fixed),40.08333333,-100.65,800,United States (the),IV
MCGRATH,0-20000-0-70231,70231,Land (fixed),62.95833333,-155.5977778,103,United States (the),IV
MEDFORD/MEDFORD-JACKSON COUNTY,0-20000-0-72597,72597,Land (fixed),42.37694444,-122.8822222,398.2,United States (the),IV
MEDICINE BOW,0-20000-0-74431,74431,Land (fixed),41.9,-106.1833333,1997,United States (the),IV
MEDICINE LODGE,0-20000-0-72452,72452,Land (fixed),37.3,-98.58333333,0,United States (the),IV
MELROSE GUNNERY RANGE,0-20000-0-74638,74638,Land (fixed),34.3,-103.8,0,United States (the),IV
MEMPHIS/INTNL.,0-20000-0-72334,72334,Land (fixed),35.05,-90,101,United States (the),IV
MERCED/CASTLE AFB,0-20000-0-72481,72481,Land (fixed),37.36666667,-120.5666667,0,United States (the),IV
MERCURY/DESERT ROCK,0-20000-0-72387,72387,Land (fixed),36.61666667,-116.0166667,1006,United States (the),IV
MERIDIAN/KEY,0-20000-0-72234,72234,Land (fixed),32.33333333,-88.75,91,United States (the),IV
MERRIMAN,0-20000-0-74437,74437,Land (fixed),42.9,-101.7,991,United States (the),IV
MIAMI,0-20000-0-72202,72202,Land (fixed),25.75,-80.38333333,4,United States (the),IV
MIAMI,0-20001-0-72202,72202,Land (fixed),25.75444444,-80.38305556,4.3,United States (the),IV
MIDDLETON ISLAND,0-20000-0-70343,70343,Land (fixed),59.43333333,-146.3333333,27,United States (the),IV
MIDLAND/MIDLAND REG. AIR TERM.,0-20000-0-72265,72265,Land (fixed),31.9425,-102.1891667,874.9,United States (the),IV
MILES CITY,0-20000-0-74230,74230,Land (fixed),46.43333333,-105.8666667,0,United States (the),IV
MILFORD MUNICIPAL,0-20000-0-72475,72475,Land (fixed),38.41666667,-113.0166667,1536,United States (the),IV
MILWAUKEE/GEN. MITCHELL,0-20000-0-72640,72640,Land (fixed),42.95,-87.9,220,United States (the),IV
MINCHUMINA,0-20000-0-70246,70246,Land (fixed),63.9,-152.2666667,208,United States (the),IV
MINNEAPOLIS/ST.PAUL INT.,0-20000-0-72658,72658,Land (fixed),44.88333333,-93.21666667,256,United States (the),IV
MISSOULA / JOHNSON-BELL FIELD,0-20000-0-72773,72773,Land (fixed),46.91666667,-114.0833333,976,United States (the),IV
MOBILE/BATES FIELD,0-20000-0-72223,72223,Land (fixed),30.68333333,-88.25,66,United States (the),IV
MOLINE/QUAD CITY,0-20000-0-72544,72544,Land (fixed),41.45,-90.51666667,180,United States (the),IV
MONETTE,0-20000-0-72349,72349,Land (fixed),36.91027778,-94.015,437,United States (the),IV
MONTEREY/NAF,0-20000-0-72491,72491,Land (fixed),36.6,-121.85,0,United States (the),IV
MONTGOMERY/DANNELLY,0-20000-0-72226,72226,Land (fixed),32.3,-86.4,67,United States (the),IV
MOODY AFB,0-20000-0-74781,74781,Land (fixed),30.96666667,-83.2,0,United States (the),IV
MOUNT WASHINGTON,0-20000-0-72613,72613,Land (fixed),44.26666667,-71.3,1909,United States (the),IV
MOUNT WILSON,0-20000-0-72289,72289,Land (fixed),34.23333333,-118.0666667,1739,United States (the),IV
MOUNTAIN VIEW (SUNNY-VALE)/MOFFETT NAS,0-20000-0-74509,74509,Land (fixed),37.41666667,-122.05,0,United States (the),IV
MUSKEGON/COUNTY,0-20000-0-72636,72636,Land (fixed),43.16666667,-86.25,191,United States (the),IV
MYRTLE BEACH AFB,0-20000-0-74791,74791,Land (fixed),33.68333333,-78.93333333,0,United States (the),IV
Mackville,0-20008-0-MCK,MCK,Land (fixed),37.704678,-85.048706,293,United States (the),IV
Mammoth Cave NP,0-20008-0-MCN,MCN,Land (fixed),37.13180161,-86.14790344,235,United States (the),IV
Marthas Vineyard,0-840-0-MVY,MVY,Sea (fixed),41.325,-70.5667,0,United States (the),IV
Mashpee,0-840-0-MSH,MSH,Land (fixed),41.6567,-70.4975,32,United States (the),IV
McDonald Observatory (LA),0-20008-0-MDO,MDO,Land (fixed),30.67000008,-90.93000031,2081,United States (the),IV
Mead (NE),0-20008-0-MED,MED,Land (fixed),41.15280151,-96.49120331,352,United States (the),IV
Mesa Verde NP,0-20008-0-MEV,MEV,Land (fixed),37.198398,-108.490462,2165,United States (the),IV
Midland (TX),0-20008-0-MDX,MDX,Land (fixed),31.93000031,-102.1999969,872,United States (the),IV
Milan 1 NW,0-840-300-21H5400,21H5400,Land (fixed),45.1219,-95.9269,310.9,United States (the),IV
Monterey,0-20008-0-MTY,MTY,Land (fixed),36.583,-121.85,50,United States (the),IV
Moody (TX),0-20008-0-WKT,WKT,Land (fixed),31.31999969,-97.62000275,723,United States (the),IV
Mount Rainier NP,0-20008-0-MRN,MRN,Land (fixed),46.75830078,-122.1243973,439,United States (the),IV
Mount Zirkel Wilderness,0-20008-0-MZW,MZW,Land (fixed),40.53829956,-106.6765976,3243,United States (the),IV
Mt. Bachelor Observatory,0-20008-0-MBO,MBO,Land (fixed),43.979,-121.687,2743,United States (the),IV
Mt. Barcroft (CA),0-20008-0-MBT,MBT,Land (fixed),37.58000183,-118.2399979,3800,United States (the),IV
Mystic Lake,0-840-300-24H5961,24H5961,Land (fixed),45.2436,-109.7311,1994.6,United States (the),IV
NASHVILLE/METROPOLITAN,0-20000-0-72327,72327,Land (fixed),36.23333333,-86.55,180,United States (the),IV
NASHVILLE/OLD HICKORY,0-20001-0-72327,72327,Land (fixed),36.24694444,-86.56166667,180.2,United States (the),IV
NELIGH,0-20000-0-74445,74445,Land (fixed),42.2,-97.8,524,United States (the),IV
NENANA/MUN.,0-20000-0-70260,70260,Land (fixed),64.55,-149.0833333,110,United States (the),IV
NEODESHA,0-20000-0-74542,74542,Land (fixed),37.36666667,-95.63333333,255,United States (the),IV
NEW ORLEANS/MOISANT INT.,0-20000-0-72231,72231,Land (fixed),29.98333333,-90.25,1,United States (the),IV
NEW YORK,0-20000-0-72506,72506,Land (fixed),40.77888889,-73.96916667,0,United States (the),IV
NEW YORK/JOHN F. KENNEDY INT.,0-20000-0-74486,74486,Land (fixed),40.65,-73.78333333,4,United States (the),IV
NEW YORK/LA GUARDIA,0-20000-0-72503,72503,Land (fixed),40.76666667,-73.9,7,United States (the),IV
NEWARK/INT.,0-20000-0-72502,72502,Land (fixed),40.7,-74.16666667,5,United States (the),IV
NEWPORT,0-20000-0-72305,72305,Land (fixed),34.77611111,-76.87666667,10.97,United States (the),IV
NEWPORT,0-20000-0-72612,72612,Land (fixed),44.93333333,-72.2,233,United States (the),IV
NIKOLSKI,0-20000-0-70482,70482,Land (fixed),52.95,-168.85,21,United States (the),IV
NOME,0-20000-0-70200,70200,Land (fixed),64.50722222,-165.4347222,6.5,United States (the),IV
NORFOLK/INT.,0-20000-0-72308,72308,Land (fixed),36.9,-76.2,8,United States (the),IV
NORFOLK/KARL STEFAN,0-20000-0-72556,72556,Land (fixed),41.98333333,-97.43333333,479,United States (the),IV
NORMAN/MAX WESTHEIMER A,0-20000-0-72357,72357,Land (fixed),35.18083333,-97.43777778,344.9,United States (the),IV
NORTH PLATTE/LEE BIRD,0-20000-0-72562,72562,Land (fixed),41.13277778,-100.7,848.8,United States (the),IV
NORTHRUP LANDING STRIP,0-20000-0-74733,74733,Land (fixed),33.9,-106.4,0,United States (the),IV
NORTHWAY,0-20000-0-70291,70291,Land (fixed),62.96666667,-141.9333333,523,United States (the),IV
NSA Barrow Facility Barrow,0-20000-0-70027,70027,Land (fixed),71.3232,-156.6157,8,United States (the),IV
NUNIVAK,0-20000-0-70218,70218,Land (fixed),60,-166,0,United States (the),IV
Narragansett (RI),0-20008-0-NGT,NGT,Land (fixed),41.49000168,-71.41999817,21,United States (the),IV
Nashville (TN),0-20008-0-BNA,BNA,Land (fixed),36.25,-86.56667328,182,United States (the),IV
National Capitol - Washington,0-20008-0-NCC,NCC,Land (fixed),38.90000153,-77.04000092,514,United States (the),IV
Newcastle,0-20008-0-NEC,NEC,Land (fixed),43.873,-104.1919,1468,United States (the),IV
Nez Perce Tribe,0-20008-0-NPT,NPT,Land (fixed),46.2756,-116.0216,945,United States (the),IV
Nicks Lake,0-20008-0-NIC,NIC,Land (fixed),43.6805,-74.9891,525,United States (the),IV
Niwot Ridge - T-van (CO),0-20008-0-NWR,NWR,Land (fixed),40.04999924,-105.5899963,3523,United States (the),IV
OAK RIDGE,0-20000-0-72427,72427,Land (fixed),36.02305556,-84.23305556,0,United States (the),IV
OAKLAND/METROP. OAKLAND INT.,0-20000-0-72493,72493,Land (fixed),37.74444444,-122.2236111,2.5,United States (the),IV
OCEAN CITY,0-20000-0-74595,74595,Land (fixed),38.33333333,-75.08333333,4,United States (the),IV
OGDEN,0-20000-0-72575,72575,Land (fixed),41.19611111,-112.0113889,1353.01,United States (the),IV
OKLAHOMA CITY/W. ROGERS WORLD,0-20000-0-72353,72353,Land (fixed),35.38333333,-97.6,395,United States (the),IV
OKOLONA,0-20000-0-74769,74769,Land (fixed),34.08333333,-88.86666667,125,United States (the),IV
OLYMPIA,0-20000-0-72792,72792,Land (fixed),46.96666667,-122.9,62,United States (the),IV
OMAHA,0-20000-0-72553,72553,Land (fixed),41.36666667,-96.01666667,399,United States (the),IV
OMAHA/OFFUTT AFB,0-20000-0-72554,72554,Land (fixed),41.11666667,-95.9,0,United States (the),IV
OMAK,0-20000-0-72789,72789,Land (fixed),48.41666667,-119.5333333,374,United States (the),IV
ORLANDO/JETPORT FL.,0-20000-0-72205,72205,Land (fixed),28.43333333,-81.31666667,29,United States (the),IV
Offshore Cape May,0-840-0-CMA,CMA,Air (fixed),38.83,-74.32,0,United States (the),IV
Offshore Charleston,0-840-0-SCA,SCA,Air (fixed),32.77,-79.55,0,United States (the),IV
Offshore Corpus Christi,0-840-0-TGC,TGC,Air (fixed),27.73,-96.86,0,United States (the),IV
Offshore Portsmouth,0-840-0-NHA,NHA,Air (fixed),42.95,-70.63,0,United States (the),IV
Oglesby,0-840-0-OIL,OIL,Air (fixed),41.28,-88.94,192.6,United States (the),IV
Okefenokee NWR,0-20008-0-OWR,OWR,Land (fixed),30.7404995,-82.12830353,48,United States (the),IV
Olympic (WA),0-20008-0-CPO,CPO,Land (fixed),48.13999939,-123.401001,2,United States (the),IV
Olympic Peninsula (WA),0-20008-0-OPW,OPW,Land (fixed),48.25,-124.4199982,488,United States (the),IV
Organ Pipe National Monument,0-20008-0-OPN,OPN,Land (fixed),31.95000076,-112.8000031,366,United States (the),IV
Oxford (OH),0-20008-0-OXF,OXF,Land (fixed),39.51666641,-84.71666718,283,United States (the),IV
PADUCAH,0-20000-0-72435,72435,Land (fixed),37.06666667,-88.76666667,0,United States (the),IV
PAGE,0-20000-0-72341,72341,Land (fixed),34.68333333,-94.61666667,0,United States (the),IV
PAGE/PAGE A.,0-20000-0-72371,72371,Land (fixed),36.93333333,-111.45,1314,United States (the),IV
PALESTINE,0-20000-0-74750,74750,Land (fixed),31.78333333,-95.71666667,119,United States (the),IV
PALMDALE/INT.,0-20000-0-72382,72382,Land (fixed),34.63333333,-118.0833333,775,United States (the),IV
PALMER,0-20000-0-70274,70274,Land (fixed),61.6,-149.0833333,71,United States (the),IV
PARK FALLS,0-20000-0-72741,72741,Land (fixed),45.93333333,-90.45,462,United States (the),IV
PATUXENT RIVER/NAS,0-20000-0-72404,72404,Land (fixed),38.28333333,-76.4,0,United States (the),IV
PEACHTREE CITY,0-20000-0-72215,72215,Land (fixed),33.35583333,-84.56722222,244.9,United States (the),IV
PENDLETON,0-20000-0-72688,72688,Land (fixed),45.68333333,-118.85,455,United States (the),IV
PENSACOLA,0-20000-0-72222,72222,Land (fixed),30.48333333,-87.18333333,36,United States (the),IV
PEORIA/GREATER PEORIA MUN.,0-20000-0-72532,72532,Land (fixed),40.66666667,-89.68333333,201,United States (the),IV
PEQUOT LAKE,0-20000-0-72750,72750,Land (fixed),46.6,-94.31666667,0,United States (the),IV
PETERSBURG,0-20000-0-70386,70386,Land (fixed),56.81666667,-132.9666667,0,United States (the),IV
PHILADELPHIA/INT.,0-20000-0-72408,72408,Land (fixed),39.88333333,-75.25,4,United States (the),IV
PHOENIX/SKY HARBOR,0-20000-0-72278,72278,Land (fixed),33.43333333,-112.0166667,344,United States (the),IV
PICKSTOWN,0-20000-0-72652,72652,Land (fixed),43.06666667,-98.53333333,453,United States (the),IV
PIERRE,0-20000-0-72656,72656,Land (fixed),44.38305556,-100.2861111,0,United States (the),IV
PILAR POINT AFS,0-20000-0-74504,74504,Land (fixed),37.5,-122.5,0,United States (the),IV
PINE SPRINGS,0-20001-0-72262,72262,Land (fixed),31.83166667,-104.8086111,1691.64,United States (the),IV
PITTSBURGH,0-20001-0-72520,72520,Land (fixed),40.53166667,-80.21722222,360.5,United States (the),IV
PITTSBURGH/GREATER PITTSBURGH INT.,0-20000-0-72520,72520,Land (fixed),40.51666667,-80.21666667,361,United States (the),IV
PLATTEVILLE,0-20000-0-74533,74533,Land (fixed),40.18333333,-104.7166667,1524,United States (the),IV
POCATELLO/MUN.,0-20000-0-72578,72578,Land (fixed),42.91666667,-112.6,1355,United States (the),IV
POINSETT RANGE,0-20000-0-74792,74792,Land (fixed),33.85,-80.48333333,0,United States (the),IV
POINT LAY,0-20000-0-70121,70121,Land (fixed),69.81666667,-162.9166667,0,United States (the),IV
POINT MUGU/NAS,0-20000-0-72391,72391,Land (fixed),34.11666667,-119.1166667,0,United States (the),IV
PONCA CITY,0-20000-0-72453,72453,Land (fixed),36.73111111,-97.09972222,0,United States (the),IV
POPE AFB,0-20000-0-72303,72303,Land (fixed),35.16666667,-79.03333333,61,United States (the),IV
POPLAR BLUFF,0-20000-0-72330,72330,Land (fixed),36.76666667,-90.46666667,0,United States (the),IV
PORT ANGELES/CGAS,0-20000-0-74201,74201,Land (fixed),48.13333333,-123.4,5,United States (the),IV
PORT ARTHUR/JEFFERSON CO.,0-20000-0-72241,72241,Land (fixed),29.95,-94.01666667,5,United States (the),IV
PORT CLARENCE,0-20000-0-70119,70119,Land (fixed),65.25,-166.8666667,3,United States (the),IV
PORT HEIDEN,0-20000-0-70333,70333,Land (fixed),56.95,-158.6166667,29,United States (the),IV
PORTLAND,0-20000-0-74393,74393,Land (fixed),43.53333333,-70.1,0,United States (the),IV
PORTLAND/INT.,0-20000-0-72698,72698,Land (fixed),45.6,-122.6,7,United States (the),IV
PORTLAND/INTNL. JET PORT,0-20000-0-72606,72606,Land (fixed),43.65,-70.31666667,23,United States (the),IV
PRESQUE ISLE,0-20000-0-72713,72713,Land (fixed),46.68333333,-68.05,163,United States (the),IV
PRICE/CARBON COUNTY A.,0-20000-0-72470,72470,Land (fixed),39.61666667,-110.75,1796,United States (the),IV
PROVIDENCE/GREEN STATE,0-20000-0-72507,72507,Land (fixed),41.73333333,-71.43333333,17,United States (the),IV
PUEBLO/MEMORIAL,0-20000-0-72464,72464,Land (fixed),38.28333333,-104.5,1441,United States (the),IV
PUNTILLA,0-20000-0-70249,70249,Land (fixed),62.1,-152.75,560,United States (the),IV
PURCELL,0-20000-0-74649,74649,Land (fixed),34.98333333,-97.51666667,331,United States (the),IV
Palestine (TX),0-20008-0-PSN,PSN,Land (fixed),31.79999924,-95.72000122,121,United States (the),IV
Paradox (NY),0-20008-0-PDX,PDX,Land (fixed),43.91999817,-73.63999939,284,United States (the),IV
